index,nctid,MTI_condition,DUI,TUI,condition_id
4347,NCT04431869,Pregnancy Related,0,0,condition_263
4348,NCT04431869,COVID-19,D000086382,T001007884,condition_3
4349,NCT04431869,Intestinal Atresia,D007409,T022264,condition_710
4350,NCT04431869,"Limb Deformities, Congenital",D017880,T053438,condition_711
4351,NCT04431908,COVID-19,D000086382,T001007884,condition_3
4352,NCT04432038,Adult,0,0,condition_712
4353,NCT04432038,Global Health,D014943,T849823,condition_522
4354,NCT04432051,Ultrasonography,D014463,T042315,condition_271
4355,NCT04432103,COVID-19,D000086382,T001007884,condition_3
4356,NCT04432272,COVID-19,D000086382,T001007884,condition_3
4357,NCT04432272,Severe Acute Respiratory Syndrome,D045169,T536434,condition_165
4359,NCT04432298,COVID-19,D000086382,T001007884,condition_3
4360,NCT04432324,COVID-19,D000086382,T001007884,condition_3
4361,NCT04432350,COVID-19,D000086382,T001007884,condition_3
4362,NCT04432350,Pharmaceutical Preparations,D004364,T013329,condition_276
4363,NCT04432350,Drug Interactions,D004347,T013273,condition_279
4364,NCT04432350,Risk Reduction Behavior,D040242,T045584,condition_713
4365,NCT04432766,COVID-19,D000086382,T001007884,condition_3
4366,NCT04432779,Pregnancy,0,0,condition_210
4367,NCT04432779,COVID-19,D000086382,T001007884,condition_3
4368,NCT04432805,Pregnant Women,D037841,T033128,condition_360
4369,NCT04432870,Colonic Neoplasms,D003110,T009072,condition_714
4370,NCT04432922,COVID-19,D000086382,T001007884,condition_3
4371,NCT04432948,COVID-19,D000086382,T001007884,condition_3
4372,NCT04432948,Psychological Distress,D000079225,T000947361,condition_377
4373,NCT04432948,Anesthesia,D000758,T002261,condition_548
4374,NCT04432961,COVID-19,D000086382,T001007884,condition_3
4375,NCT04432987,COVID-19,D000086382,T001007884,condition_3
4376,NCT04433000,COVID-19,D000086382,T001007884,condition_3
4377,NCT04433013,COVID-19,D000086382,T001007884,condition_3
4378,NCT04433026,COVID-19,D000086382,T001007884,condition_3
4379,NCT04433039,COVID-19,D000086382,T001007884,condition_3
4380,NCT04433078,Cytokine Release Syndrome,D000080424,T000952163,condition_173
4381,NCT04433078,COVID-19,D000086382,T001007884,condition_3
4382,NCT04433260,Mental Health,D008603,T025592,condition_212
4383,NCT04433286,"Stress, Physiological",D013312,T713430,condition_715
4384,NCT04433286,"Burnout, Professional",D002055,T005830,condition_405
4385,NCT04433286,Personal Satisfaction,D010549,T031147,condition_300
4386,NCT04433312,Personal Satisfaction,D010549,T031147,condition_300
4387,NCT04433312,Quality of Life,D011788,T034831,condition_455
4388,NCT04433325,COVID-19,D000086382,T001007884,condition_3
4389,NCT04433325,Intensive Care Units,D007362,T022065,condition_68
4390,NCT04433364,COVID-19,D000086382,T001007884,condition_3
4392,NCT04433364,Pregnancy Complications,D011248,T033133,condition_353
4393,NCT04433364,Premature Birth,D047928,T023226,condition_716
4394,NCT04433364,Pregnancy in Diabetics,D011254,T402501,condition_717
4395,NCT04433364,Communicable Diseases,D003141,T009157,condition_160
4396,NCT04433546,Respiratory Distress Syndrome,D012128,T001010711,condition_14
4397,NCT04433546,COVID-19,D000086382,T001007884,condition_3
4398,NCT04433546,Respiratory Insufficiency,D012131,T036135,condition_175
4400,NCT04433546,Respiration Disorders,D012120,T036099,condition_226
4402,NCT04433546,Heart Diseases,D006331,T019184,condition_641
4403,NCT04433546,Pneumonia,D011014,T032393,condition_74
4404,NCT04433546,Pulmonary Edema,D011654,T034413,condition_718
4407,NCT04433546,Cytokine Release Syndrome,D000080424,T000952163,condition_173
4410,NCT04433546,Cardiac Event,0,0,condition_719
4412,NCT04433546,Heart Failure,D006333,T682059,condition_145
4413,NCT04433546,Myocardial Infarction,D009203,T027447,condition_246
4414,NCT04433754,Pancreatitis,D010195,T030156,condition_720
4415,NCT04433871,COVID-19,D000086382,T001007884,condition_3
4416,NCT04433871,Neoplasms,D009369,T027926,condition_1
4417,NCT04433910,COVID-19,D000086382,T001007884,condition_3
4418,NCT04433949,Pneumonia,D011014,T032393,condition_74
4419,NCT04433949,"Respiration, Artificial",D012121,T036100,condition_112
4420,NCT04433949,COVID-19,D000086382,T001007884,condition_3
4421,NCT04433988,COVID-19,D000086382,T001007884,condition_3
4422,NCT04434014,Diet,D004032,T012248,condition_721
4423,NCT04434118,"Arthritis, Rheumatoid",D001172,T003511,condition_251
4424,NCT04434118,COVID-19,D000086382,T001007884,condition_3
4425,NCT04434131,COVID-19,D000086382,T001007884,condition_3
4426,NCT04434144,Ivermectin,D007559,T022723,condition_722
4427,NCT04434144,Hydroxychloroquine,D006886,T020749,condition_288
4428,NCT04434144,COVID-19,D000086382,T001007884,condition_3
4429,NCT04434157,COVID-19,D000086382,T001007884,condition_3
4430,NCT04434248,COVID-19,D000086382,T001007884,condition_3
4431,NCT04434261,COVID-19,D000086382,T001007884,condition_3
4432,NCT04434261,Medical Oncology,D008495,T025255,condition_449
4433,NCT04434261,Surgery,0,0,condition_208
4434,NCT04434417,COVID-19,D000086382,T001007884,condition_3
4435,NCT04435015,Blood Coagulation Disorders,D001778,T005167,condition_157
4436,NCT04435015,Heart Diseases,D006331,T019184,condition_641
4437,NCT04435015,COVID-19,D000086382,T001007884,condition_3
4438,NCT04435028,Breast Neoplasms,D001943,T005543,condition_59
4439,NCT04435028,Iron Chelating Agents,D007502,T022561,condition_723
4440,NCT04435041,COVID-19,D000086382,T001007884,condition_3
4441,NCT04435080,COVID-19,D000086382,T001007884,condition_3
4442,NCT04435080,Respiratory Distress Syndrome,D012128,T001010711,condition_14
4443,NCT04435080,Rehabilitation,0,0,condition_496
4444,NCT04435080,Intensive Care Units,D007362,T022065,condition_68
4445,NCT04435080,Critical Illness,D016638,T049821,condition_17
4446,NCT04435106,COVID-19,D000086382,T001007884,condition_3
4447,NCT04435119,COVID-19,D000086382,T001007884,condition_3
4448,NCT04435184,COVID-19,D000086382,T001007884,condition_3
4449,NCT04435223,COVID-19,D000086382,T001007884,condition_3
4450,NCT04435223,Pneumonia,D011014,T032393,condition_74
4451,NCT04435275,COVID-19,D000086382,T001007884,condition_3
4452,NCT04435314,COVID-19,D000086382,T001007884,condition_3
4453,NCT04435327,COVID-19,D000086382,T001007884,condition_3
4454,NCT04435327,"Pneumonia, Viral",D011024,T032427,condition_133
4455,NCT04435327,Barotrauma,D001469,T004268,condition_724
4456,NCT04435327,"Lung Diseases, Interstitial",D017563,T052666,condition_224
4457,NCT04435327,Bronchiectasis,D001987,T005661,condition_725
4458,NCT04435327,Emphysema,D004646,T014200,condition_726
4459,NCT04435353,Respiratory Distress Syndrome,D012128,T001010711,condition_14
4460,NCT04435353,Hypoxia,D000860,T002508,condition_310
4461,NCT04435379,Respiratory System,D012137,T036154,condition_558
4462,NCT04435457,COVID-19,D000086382,T001007884,condition_3
4463,NCT04435457,Severe Acute Respiratory Syndrome,D045169,T536434,condition_165
4465,NCT04435457,SARS Virus,D045473,T538594,condition_110
4466,NCT04435457,Heart Diseases,D006331,T019184,condition_641
4467,NCT04435522,COVID-19,D000086382,T001007884,condition_3
4468,NCT04435587,Asymptomatic Infections,D058345,T760630,condition_727
4469,NCT04435587,"RNA, Viral",D012367,T036801,condition_195
4470,NCT04435717,COVID-19,D000086382,T001007884,condition_3
4471,NCT04435795,COVID-19,D000086382,T001007884,condition_3
4472,NCT04435808,COVID-19,D000086382,T001007884,condition_3
4473,NCT04436276,Health Status,D006304,T019120,condition_188
4474,NCT04436458,COVID-19,D000086382,T001007884,condition_3
4475,NCT04436471,COVID-19,D000086382,T001007884,condition_3
4476,NCT04436484,COVID-19,D000086382,T001007884,condition_3
4477,NCT04437121,Feeding Behavior,D005247,T016042,condition_287
4478,NCT04437121,COVID-19,D000086382,T001007884,condition_3
4479,NCT04437342,Depression,D003863,T011484,condition_105
4480,NCT04437342,"Stress, Psychological",D013315,T039102,condition_177
4481,NCT04437342,Obstetric Labor Complications,D007744,T632326,condition_728
4482,NCT04437693,COVID-19,D000086382,T001007884,condition_3
4483,NCT04437706,COVID-19,D000086382,T001007884,condition_3
4485,NCT04437719,Medical Oncology,D008495,T025255,condition_449
4486,NCT04437719,COVID-19,D000086382,T001007884,condition_3
4487,NCT04437823,COVID-19,D000086382,T001007884,condition_3
4488,NCT04437875,COVID-19,D000086382,T001007884,condition_3
4489,NCT04437901,COVID-19,D000086382,T001007884,condition_3
4490,NCT04437901,"Arrhythmias, Cardiac",D001145,T681619,condition_149
4491,NCT04437901,Torsades de Pointes,D016171,T048016,condition_729
4492,NCT04437901,Electrocardiography,D004562,T013953,condition_730
4493,NCT04437901,Atrioventricular Block,D054537,T019166,condition_731
4494,NCT04437901,Atrial Fibrillation,D001281,T003812,condition_732
4495,NCT04437901,Bradycardia,D001919,T005473,condition_733
4497,NCT04437940,COVID-19,D000086382,T001007884,condition_3
4499,NCT04438057,COVID-19,D000086382,T001007884,condition_3
4500,NCT04438070,COVID-19,D000086382,T001007884,condition_3
4501,NCT04438239,COVID-19,D000086382,T001007884,condition_3
4502,NCT04438629,Hypersensitivity,D006967,T020920,condition_734
4503,NCT04438629,Virus Replication,D014779,T043235,condition_163
4504,NCT04438694,COVID-19,D000086382,T001007884,condition_3
4505,NCT04438837,COVID-19,D000086382,T001007884,condition_3
4506,NCT04438837,Post-Exposure Prophylaxis,D056990,T752952,condition_199
4507,NCT04438850,COVID-19,D000086382,T001007884,condition_3
4508,NCT04438863,COVID-19,D000086382,T001007884,condition_3
4509,NCT04438941,COVID-19,D000086382,T001007884,condition_3
4510,NCT04438954,Multiple Sclerosis,D009103,T027212,condition_93
4511,NCT04438954,COVID-19,D000086382,T001007884,condition_3
4512,NCT04438967,Brain,D001921,T005476,condition_735
4513,NCT04438980,COVID-19,D000086382,T001007884,condition_3
4514,NCT04438993,COVID-19,D000086382,T001007884,condition_3
4516,NCT04439006,"Anemia, Aplastic",D000741,T002210,condition_736
4517,NCT04439006,Neoplasms,D009369,T027926,condition_1
4519,NCT04439006,Lymphocytosis,D008218,T024478,condition_737
4520,NCT04439006,Monoclonal Gammopathy of Undetermined Significance,D008998,T752316,condition_738
4521,NCT04439006,Myelodysplastic Syndromes,D009190,T027415,condition_65
4522,NCT04439006,COVID-19,D000086382,T001007884,condition_3
4523,NCT04439045,COVID-19,D000086382,T001007884,condition_3
4524,NCT04439071,Pneumonia,D011014,T032393,condition_74
4525,NCT04439071,COVID-19,D000086382,T001007884,condition_3
4527,NCT04439084,COVID-19,D000086382,T001007884,condition_3
4528,NCT04439084,Liver Diseases,D008107,T024201,condition_295
4529,NCT04439825,Affect,D000339,T001098,condition_677
4530,NCT04440007,COVID-19,D000086382,T001007884,condition_3
4531,NCT04440098,Loneliness,D008132,T024259,condition_436
4532,NCT04440098,Depression,D003863,T011484,condition_105
4533,NCT04440098,Anxiety,D001007,T003092,condition_104
4534,NCT04440098,Alcoholism,D000437,T001310,condition_739
4535,NCT04440098,Substance-Related Disorders,D019966,T059525,condition_740
4536,NCT04441047,Virus Diseases,D014777,T043232,condition_181
4537,NCT04441047,Pneumonia,D011014,T032393,condition_74
4538,NCT04441047,COVID-19,D000086382,T001007884,condition_3
4539,NCT04441047,Respiratory Syncytial Virus Infections,D018357,T054762,condition_741
4540,NCT04441047,"Influenza, Human",D007251,T658127,condition_10
4541,NCT04441047,Respiratory Distress Syndrome,D012128,T001010711,condition_14
4542,NCT04441372,COVID-19,D000086382,T001007884,condition_3
4544,NCT04441385,COVID-19,D000086382,T001007884,condition_3
4545,NCT04441398,COVID-19,D000086382,T001007884,condition_3
4546,NCT04441424,Immunotherapy,D007167,T021502,condition_581
4547,NCT04441476,"Stress, Psychological",D013315,T039102,condition_177
4548,NCT04441489,COVID-19,D000086382,T001007884,condition_3
4549,NCT04441489,Fluorodeoxyglucose F18,D019788,T577504,condition_742
4550,NCT04441489,Inflammation,D007249,T021731,condition_25
4551,NCT04441502,COVID-19,D000086382,T001007884,condition_3
4552,NCT04441502,"Lung Diseases, Interstitial",D017563,T052666,condition_224
4553,NCT04441632,"Burnout, Psychological",D000077062,T000936505,condition_474
4554,NCT04441632,Emotions,D004644,T014194,condition_607
4555,NCT04441684,COVID-19,D000086382,T001007884,condition_3
4556,NCT04441684,Seroepidemiologic Studies,D016036,T047630,condition_743
4557,NCT04441710,COVID-19,D000086382,T001007884,condition_3
4558,NCT04441814,COVID-19,D000086382,T001007884,condition_3
4559,NCT04441814,Inflammation,D007249,T021731,condition_25
4560,NCT04441918,COVID-19,D000086382,T001007884,condition_3
4561,NCT04441996,COVID-19,D000086382,T001007884,condition_3
4562,NCT04442048,Neoplasms,D009369,T027926,condition_1
4563,NCT04442048,COVID-19,D000086382,T001007884,condition_3
4564,NCT04442087,COVID-19,D000086382,T001007884,condition_3
4565,NCT04442152,Interpersonal Relations,D007398,T022218,condition_744
4567,NCT04442152,Division of Carework,0,0,condition_745
4568,NCT04442152,"Conflict, Psychological",D003220,T000947279,condition_746
4569,NCT04442152,Hydrocortisone,D006854,T020679,condition_172
4570,NCT04442165,COVID-19,D000086382,T001007884,condition_3
4571,NCT04442178,COVID-19,D000086382,T001007884,condition_3
4572,NCT04442178,Lymphopenia,D008231,T024527,condition_532
4573,NCT04442191,COVID-19,D000086382,T001007884,condition_3
4574,NCT04442204,Depression,D003863,T011484,condition_105
4575,NCT04442204,Anxiety,D001007,T003092,condition_104
4576,NCT04442217,Hygiene,D006920,T020823,condition_747
4577,NCT04442217,Anti-HIV Agents,D019380,T057759,condition_748
4578,NCT04442230,COVID-19,D000086382,T001007884,condition_3
4579,NCT04442243,"Stress Disorders, Post-Traumatic",D013313,T039096,condition_95
4580,NCT04442243,Anxiety,D001007,T003092,condition_104
4581,NCT04442243,Depression,D003863,T011484,condition_105
4582,NCT04442282,Anxiety,D001007,T003092,condition_104
4583,NCT04442282,Depression,D003863,T011484,condition_105
4584,NCT04442282,Interpersonal Relations,D007398,T022218,condition_744
4585,NCT04442282,Emotional Regulation,D000080103,T000957075,condition_749
4586,NCT04442308,Parenting,D016487,T049315,condition_750
4587,NCT04442308,Anxiety,D001007,T003092,condition_104
4588,NCT04442308,Depression,D003863,T011484,condition_105
4589,NCT04442308,Anger,D000786,T002337,condition_751
4590,NCT04442360,Depression,D003863,T011484,condition_105
4591,NCT04442360,Anxiety,D001007,T003092,condition_104
4592,NCT04442360,Anxiety Disorders,D001008,T003094,condition_284
4593,NCT04442386,"Burnout, Psychological",D000077062,T000936505,condition_474
4594,NCT04442789,Lung Diseases,D008171,T024353,condition_397
4595,NCT04442789,Heart Diseases,D006331,T019184,condition_641
4596,NCT04442789,Inflammation,D007249,T021731,condition_25
4597,NCT04442958,Respiratory Distress Syndrome,D012128,T001010711,condition_14
4598,NCT04443075,"Stress Disorders, Post-Traumatic",D013313,T039096,condition_95
4599,NCT04443140,COVID-19,D000086382,T001007884,condition_3
4600,NCT04443140,Pre-Eclampsia,D011225,T033071,condition_752
4601,NCT04443140,Pregnancy Related,0,0,condition_263
4602,NCT04443179,Autism Spectrum Disorder,D000067877,T000876248,condition_681
4603,NCT04443179,Attention Deficit Disorder with Hyperactivity,D001289,T003845,condition_154
4604,NCT04443179,Neurodevelopmental Disorders,D065886,T855511,condition_753
4605,NCT04443179,COVID-19,D000086382,T001007884,condition_3
4606,NCT04443257,COVID-19,D000086382,T001007884,condition_3
4607,NCT04443270,COVID-19,D000086382,T001007884,condition_3
4608,NCT04443361,Sleep Initiation and Maintenance Disorders,D007319,T365809,condition_106
4609,NCT04443361,Metacognition,D000067489,T000870854,condition_754
4610,NCT04443361,Anxiety,D001007,T003092,condition_104
4611,NCT04443361,Depression,D003863,T011484,condition_105
4612,NCT04443361,Sleep,D012890,T037988,condition_686
4613,NCT04443673,COVID-19,D000086382,T001007884,condition_3
4614,NCT04443673,SARS Virus,D045473,T538594,condition_110
4615,NCT04443673,Severe Acute Respiratory Syndrome,D045169,T536434,condition_165
4617,NCT04443673,Respiratory Distress Syndrome,D012128,T001010711,condition_14
4618,NCT04443673,"Pneumonia, Viral",D011024,T032427,condition_133
4619,NCT04443699,Mental Health,D008603,T025592,condition_212
4620,NCT04443712,COVID-19,D000086382,T001007884,condition_3
4621,NCT04443725,COVID-19,D000086382,T001007884,condition_3
4622,NCT04443764,Transients and Migrants,D014171,T041521,condition_755
4623,NCT04443764,Anxiety,D001007,T003092,condition_104
4624,NCT04443764,Depression,D003863,T011484,condition_105
4625,NCT04443803,COVID-19,D000086382,T001007884,condition_3
4626,NCT04443868,SARS Virus,D045473,T538594,condition_110
4627,NCT04443881,COVID-19,D000086382,T001007884,condition_3
4628,NCT04444115,Loneliness,D008132,T024259,condition_436
