nctid,studytype_id,Study_Type,
NCT04405921,studytype_8,Interventional,
NCT04979858,studytype_8,Interventional,
NCT04437719,studytype_8,Interventional,
NCT04406090,studytype_9,Observational,
NCT04381013,studytype_8,Interventional,
NCT04711863,studytype_8,Interventional,
NCT04405986,studytype_8,Interventional,
NCT04449042,studytype_9,Observational,
NCT04723459,studytype_8,Interventional,
NCT04351711,studytype_9,Observational,
NCT04501822,studytype_9,Observational,
NCT04342884,studytype_9,Observational,
NCT04355897,studytype_8,Interventional,
NCT04626076,studytype_9,Observational,
NCT04344782,studytype_8,Interventional,
NCT04581083,studytype_9,Observational,
NCT04603651,studytype_2,Expanded Access:Individual Patients,
NCT04961229,studytype_8,Interventional,
NCT04408157,studytype_8,Interventional,
NCT04780061,studytype_8,Interventional,
NCT04867213,studytype_9,Observational,
NCT04531111,studytype_9,Observational,
NCT04630015,studytype_9,Observational,
NCT04545749,studytype_8,Interventional,
NCT04557241,studytype_8,Interventional,
NCT04497623,studytype_8,Interventional,
NCT04779541,studytype_9,Observational,
NCT04940182,studytype_8,Interventional,
NCT04780295,studytype_9,Observational,
NCT04689490,studytype_9,Observational,
NCT04494646,studytype_8,Interventional,
NCT04348877,studytype_8,Interventional,
NCT04385069,studytype_9,Observational,
NCT04425850,studytype_9,Observational,
NCT04981249,studytype_9,Observational,
NCT04595110,studytype_9,Observational,
NCT04979923,studytype_8,Interventional,
NCT04757831,studytype_9,Observational,
NCT04881305,studytype_9,Observational,
NCT04435223,studytype_9,Observational,
NCT04760990,studytype_9,Observational,
NCT04390191,studytype_8,Interventional,
NCT04786041,studytype_9,Observational,
NCT04590170,studytype_9,Observational,
NCT04721535,studytype_8,Interventional,
NCT04714333,studytype_9,Observational,
NCT04435795,studytype_8,Interventional,
NCT04469491,studytype_8,Interventional,
NCT04903834,studytype_9,Observational,
NCT04910282,studytype_9,Observational,
NCT04636086,studytype_8,Interventional,
NCT04397614,studytype_8,Interventional,
NCT04908007,studytype_9,Observational,
NCT04726098,studytype_8,Interventional,
NCT04913116,studytype_9,Observational,
NCT04847791,studytype_8,Interventional,
NCT04753762,studytype_9,Observational,
NCT04896905,studytype_9,Observational,
NCT04488484,studytype_8,Interventional,
NCT04647994,studytype_9,Observational,
NCT04581915,studytype_8,Interventional,
NCT04561024,studytype_9,Observational,
NCT04456101,studytype_9,Observational,
NCT04581044,studytype_9,Observational,
NCT04604249,studytype_9,Observational,
NCT04967430,studytype_8,Interventional,
NCT04312100,studytype_9,Observational,
NCT04379310,studytype_9,Observational,
NCT04623619,studytype_8,Interventional,
NCT04503447,studytype_9,Observational,
NCT04395976,studytype_8,Interventional,
NCT04685512,studytype_8,Interventional,
NCT04910230,studytype_8,Interventional,
NCT04789512,studytype_9,Observational,
NCT04407559,studytype_9,Observational,
NCT04879251,studytype_9,Observational,
NCT04691934,studytype_9,Observational,
NCT04607941,studytype_9,Observational,
NCT04983446,studytype_8,Interventional,
NCT04377646,studytype_8,Interventional,
NCT04407299,studytype_9,Observational,
NCT04544150,studytype_9,Observational,
NCT04349631,studytype_8,Interventional,
NCT04563247,studytype_9,Observational,
NCT04939402,studytype_8,Interventional,
NCT04546191,studytype_9,Observational,
NCT04625075,studytype_9,Observational,
NCT04399733,studytype_9,Observational,
NCT04920916,studytype_8,Interventional,
NCT04424771,studytype_9,Observational,
NCT04663555,studytype_8,Interventional,
NCT04542980,studytype_9,Observational,
NCT04334460,studytype_8,Interventional,
NCT04387955,studytype_8,Interventional,
NCT04849611,studytype_9,Observational,
NCT04509973,studytype_8,Interventional,
NCT04472728,studytype_8,Interventional,
NCT04668404,studytype_9,Observational,
NCT04893070,studytype_9,Observational,
NCT04756518,studytype_9,Observational,
NCT04700462,studytype_8,Interventional,
NCT04530396,studytype_8,Interventional,
NCT04979949,studytype_8,Interventional,
NCT04323644,studytype_9,Observational,
NCT04841681,studytype_8,Interventional,
NCT04354259,studytype_8,Interventional,
NCT04910360,studytype_9,Observational,
NCT04444401,studytype_9,Observational,
NCT04703114,studytype_8,Interventional,
NCT04928469,studytype_9,Observational,
NCT04575064,studytype_8,Interventional,
NCT04354519,studytype_9,Observational,
NCT04831853,studytype_8,Interventional,
NCT04807699,studytype_9,Observational,
NCT04716998,studytype_8,Interventional,
NCT04799743,studytype_8,Interventional,
NCT04352842,studytype_9,Observational,
NCT04888949,studytype_8,Interventional,
NCT04393961,studytype_8,Interventional,
NCT04909918,studytype_8,Interventional,
NCT04734873,studytype_8,Interventional,
NCT04398290,studytype_8,Interventional,
NCT04824664,studytype_9,Observational,
NCT04922905,studytype_8,Interventional,
NCT04410549,studytype_8,Interventional,
NCT04577235,studytype_8,Interventional,
NCT04517123,studytype_8,Interventional,
NCT04330300,studytype_8,Interventional,
NCT04741386,studytype_9,Observational,
NCT04684446,studytype_8,Interventional,
NCT04889365,studytype_9,Observational,
NCT04465513,studytype_8,Interventional,
NCT04843930,studytype_8,Interventional,
NCT04523012,studytype_9,Observational,
NCT04389489,studytype_9,Observational,
NCT04834726,studytype_8,Interventional,
NCT04527315,studytype_9,Observational,
NCT04909905,studytype_8,Interventional,
NCT04498299,studytype_9,Observational,
NCT04952350,studytype_8,Interventional,
NCT04341870,studytype_8,Interventional,
NCT04471519,studytype_8,Interventional,
NCT04476953,studytype_8,Interventional,
NCT04883190,studytype_9,Observational,
NCT04606732,studytype_9,Observational,
NCT04818489,studytype_8,Interventional,
NCT04462120,studytype_9,Observational,
NCT04482673,studytype_8,Interventional,
NCT04457349,studytype_8,Interventional,
NCT04438850,studytype_8,Interventional,
NCT04377308,studytype_8,Interventional,
NCT04363099,studytype_9,Observational,
NCT04542447,studytype_8,Interventional,
NCT04944368,studytype_8,Interventional,
NCT04589936,studytype_8,Interventional,
NCT04746339,studytype_8,Interventional,
NCT04495933,studytype_8,Interventional,
NCT04530578,studytype_8,Interventional,
NCT04477954,studytype_8,Interventional,
NCT04649424,studytype_8,Interventional,
NCT04692129,studytype_9,Observational,
NCT04375735,studytype_8,Interventional,
NCT04344951,studytype_8,Interventional,
NCT04407585,studytype_9,Observational,
NCT04381988,studytype_8,Interventional,
NCT04328480,studytype_8,Interventional,
NCT04906850,studytype_9,Observational,
NCT04771611,studytype_8,Interventional,
NCT04344288,studytype_8,Interventional,
NCT04392128,studytype_8,Interventional,
NCT04615975,studytype_8,Interventional,
NCT04343001,studytype_8,Interventional,
NCT04751721,studytype_8,Interventional,
NCT04836767,studytype_9,Observational,
NCT04828460,studytype_9,Observational,
NCT04738695,studytype_9,Observational,
NCT04409327,studytype_8,Interventional,
NCT04945577,studytype_9,Observational,
NCT04502342,studytype_8,Interventional,
NCT04554979,studytype_9,Observational,
NCT04261517,studytype_8,Interventional,
NCT04488575,studytype_8,Interventional,
NCT04348500,studytype_8,Interventional,
NCT04615871,studytype_8,Interventional,
NCT04802408,studytype_8,Interventional,
NCT04536285,studytype_9,Observational,
NCT04762056,studytype_9,Observational,
NCT04481477,studytype_9,Observational,
NCT04411667,studytype_8,Interventional,
NCT04941105,studytype_8,Interventional,
NCT04361786,studytype_9,Observational,
NCT04642950,studytype_8,Interventional,
NCT04433000,studytype_9,Observational,
NCT04386083,studytype_9,Observational,
NCT04355351,studytype_8,Interventional,
NCT04463706,studytype_9,Observational,
NCT04646590,studytype_8,Interventional,
NCT04693026,studytype_8,Interventional,
NCT04895085,studytype_8,Interventional,
NCT04355364,studytype_8,Interventional,
NCT04458363,studytype_8,Interventional,
NCT04367831,studytype_8,Interventional,
NCT04732637,studytype_9,Observational,
NCT04717011,studytype_9,Observational,
NCT04383626,studytype_9,Observational,
NCT04414059,studytype_9,Observational,
NCT04494204,studytype_8,Interventional,
NCT04389515,studytype_9,Observational,
NCT04639427,studytype_9,Observational,
NCT04961476,studytype_9,Observational,
NCT04611841,studytype_9,Observational,
NCT04565080,studytype_9,Observational,
NCT04505592,studytype_8,Interventional,
NCT04346446,studytype_8,Interventional,
NCT04395872,studytype_9,Observational,
NCT04371601,studytype_8,Interventional,
NCT04328012,studytype_8,Interventional,
NCT04447469,studytype_8,Interventional,
NCT04550403,studytype_9,Observational,
NCT04710329,studytype_9,Observational,
NCT04657445,studytype_9,Observational,
NCT04642339,studytype_8,Interventional,
NCT04473547,studytype_9,Observational,
NCT04768244,studytype_9,Observational,
NCT04479293,studytype_9,Observational,
NCT04352400,studytype_8,Interventional,
NCT04359251,studytype_8,Interventional,
NCT04499313,studytype_8,Interventional,
NCT04387656,studytype_9,Observational,
NCT04527601,studytype_9,Observational,
NCT04487574,studytype_8,Interventional,
NCT04375098,studytype_8,Interventional,
NCT04348383,studytype_8,Interventional,
NCT04642638,studytype_8,Interventional,
NCT04429854,studytype_8,Interventional,
NCT04670094,studytype_9,Observational,
NCT04450017,studytype_9,Observational,
NCT04655638,studytype_8,Interventional,
NCT04469153,studytype_9,Observational,
NCT04570982,studytype_9,Observational,
NCT04570189,studytype_9,Observational,
NCT04723290,studytype_8,Interventional,
NCT04334291,studytype_9,Observational,
NCT04420286,studytype_9,Observational,
NCT04398004,studytype_8,Interventional,
NCT04453280,studytype_9,Observational,
NCT04598256,studytype_9,Observational,
NCT04499677,studytype_8,Interventional,
NCT04602351,studytype_9,Observational,
NCT04729374,studytype_9,Observational,
NCT04360824,studytype_8,Interventional,
NCT04662684,studytype_8,Interventional,
NCT04847804,studytype_9,Observational,
NCT04473261,studytype_8,Interventional,
NCT04458948,studytype_8,Interventional,
NCT04633980,studytype_8,Interventional,
NCT04808895,studytype_8,Interventional,
NCT04924855,studytype_9,Observational,
NCT04945564,studytype_8,Interventional,
NCT04640233,studytype_8,Interventional,
NCT04690413,studytype_8,Interventional,
NCT04578132,studytype_9,Observational,
NCT04959747,studytype_8,Interventional,
NCT04542993,studytype_8,Interventional,
NCT04699227,studytype_8,Interventional,
NCT04740372,studytype_9,Observational,
NCT04569344,studytype_9,Observational,
NCT04479150,studytype_9,Observational,
NCT04479488,studytype_9,Observational,
NCT04379037,studytype_8,Interventional,
NCT04380662,studytype_9,Observational,
NCT04636203,studytype_9,Observational,
NCT04374045,studytype_9,Observational,
NCT04800224,studytype_8,Interventional,
NCT04362813,studytype_8,Interventional,
NCT04738331,studytype_9,Observational,
NCT04894214,studytype_9,Observational,
NCT04533360,studytype_9,Observational,
NCT04962893,studytype_8,Interventional,
NCT04362345,studytype_9,Observational,
NCT04698993,studytype_8,Interventional,
NCT04911777,studytype_8,Interventional,
NCT04899245,studytype_8,Interventional,
NCT04598594,studytype_8,Interventional,
NCT04516811,studytype_8,Interventional,
NCT04707664,studytype_8,Interventional,
NCT04944121,studytype_8,Interventional,
NCT04401254,studytype_9,Observational,
NCT04515108,studytype_9,Observational,
NCT04860895,studytype_8,Interventional,
NCT04552483,studytype_8,Interventional,
NCT04299724,studytype_8,Interventional,
NCT04681092,studytype_8,Interventional,
NCT04568356,studytype_8,Interventional,
NCT04799392,studytype_8,Interventional,
NCT04863573,studytype_9,Observational,
NCT04622865,studytype_8,Interventional,
NCT04505605,studytype_9,Observational,
NCT04517188,studytype_8,Interventional,
NCT04765436,studytype_8,Interventional,
NCT04605757,studytype_9,Observational,
NCT04457817,studytype_8,Interventional,
NCT04397939,studytype_9,Observational,
NCT04534725,studytype_8,Interventional,
NCT04871841,studytype_9,Observational,
NCT04603729,studytype_8,Interventional,
NCT04424901,studytype_8,Interventional,
NCT04421612,studytype_8,Interventional,
NCT04811664,studytype_8,Interventional,
NCT04893057,studytype_9,Observational,
NCT04452630,studytype_9,Observational,
NCT04445597,studytype_8,Interventional,
NCT04719208,studytype_8,Interventional,
NCT04924829,studytype_9,Observational,
NCT04348513,studytype_8,Interventional,
NCT04794920,studytype_9,Observational,
NCT04540120,studytype_8,Interventional,
NCT04351516,studytype_8,Interventional,
NCT04787588,studytype_9,Observational,
NCT04864938,studytype_9,Observational,
NCT04544176,studytype_9,Observational,
NCT04404218,studytype_8,Interventional,
NCT04403646,studytype_8,Interventional,
NCT04502056,studytype_8,Interventional,
NCT04423770,studytype_9,Observational,
NCT04358510,studytype_9,Observational,
NCT04811859,studytype_8,Interventional,
NCT04377568,studytype_8,Interventional,
NCT04813731,studytype_9,Observational,
NCT04359810,studytype_8,Interventional,
NCT04578197,studytype_9,Observational,
NCT04559009,studytype_9,Observational,
NCT04491994,studytype_8,Interventional,
NCT04673149,studytype_8,Interventional,
NCT04531345,studytype_9,Observational,
NCT04470648,studytype_9,Observational,
NCT04602949,studytype_8,Interventional,
NCT04521400,studytype_8,Interventional,
NCT04597034,studytype_8,Interventional,
NCT04346797,studytype_8,Interventional,
NCT04361344,studytype_8,Interventional,
NCT04407429,studytype_9,Observational,
NCT04907916,studytype_9,Observational,
NCT04602884,studytype_8,Interventional,
NCT04760639,studytype_9,Observational,
NCT04853940,studytype_9,Observational,
NCT04342104,studytype_9,Observational,
NCT04654325,studytype_8,Interventional,
NCT04347681,studytype_8,Interventional,
NCT04787510,studytype_9,Observational,
NCT04840940,studytype_9,Observational,
NCT04608201,studytype_8,Interventional,
NCT04446286,studytype_9,Observational,
NCT04806061,studytype_8,Interventional,
NCT04703452,studytype_9,Observational,
NCT04330144,studytype_8,Interventional,
NCT04815096,studytype_8,Interventional,
NCT04385095,studytype_8,Interventional,
