nctid,title,Study_Designs,Other_IDs,Locations,URL
NCT04964583,Hidroxicloroquina With Azitromicina Versus Hidroxicloroquina and Placebo Int Patients With Mild COVID-19,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",2020-785-138,"UMF 28, Benito Juárez, Mexico City, Mexico|Fundación IMSS, Cuauhtémoc, Mexico City, Mexico|UMF 52, Cuautitlán Izcalli, State Of Mexico, Mexico",https://ClinicalTrials.gov/show/NCT04964583
NCT04412018,An Investigation on the Effects of Icosapent Ethyl (VascepaTM) on Inflammatory Biomarkers in Individuals With COVID-19,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,Pro00043601,"North York Diagnostic and Cardiology Clinic, Toronto, Ontario, Canada",https://ClinicalTrials.gov/show/NCT04412018
NCT04625738,Efficacy of Infusions of MSC From Wharton Jelly in the SARS-Cov-2 (COVID-19) Related Acute Respiratory Distress Syndrome,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",2020-002772-12,NA,https://ClinicalTrials.gov/show/NCT04625738
NCT04366154,Impact of the COVID-19 Infectious Epidemic on the Management of Oncology and Onco-hematology Patients and on the Psychological Consequences for Patients and Caregivers,Observational Model: Cohort|Time Perspective: Prospective,2020-A00879-30,"Centre François Baclesse, Caen, France|Centre Henri Becquerel, Rouen, France",https://ClinicalTrials.gov/show/NCT04366154
NCT04865133,Efficacy and Safety of COVID-19 Vaccine in Cancer Patients,Observational Model: Case-Only|Time Perspective: Other,21-001818|NCI-2021-03137|P30CA015083,"Mayo Clinic in Florida, Jacksonville, Florida, United States",https://ClinicalTrials.gov/show/NCT04865133
NCT04614883,Analysis of Volatile Organic Compounds in Exhaled Air and in Sweat in the Context of Suspicion of COVID-19 Infection,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Other,2020_0143,"Foch hospital, Suresnes, France",https://ClinicalTrials.gov/show/NCT04614883
NCT04683328,The Safety and Efficacy of SCTA01 Against COVID-19 in Patients Admitted to High Dependence or Intensive Care,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",SCTA01-C301,NA,https://ClinicalTrials.gov/show/NCT04683328
NCT04980508,Effects of COVID-19 on Cavernous Smooth Muscle,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic,AnkaraYBU-URO-SU-02,"Ankara Yildirim Beyazit University, Schhol of Medicine, Ankara, Turkey",https://ClinicalTrials.gov/show/NCT04980508
NCT04318015,Hydroxychloroquine Chemoprophylaxis in Healthcare Personnel in Contact With COVID-19 Patients (PHYDRA Trial),"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Prevention",ProfilaxisCOVID,"Instituto Nacional de Enfermedades Respiratorias, ""Ismael Cosío Villegas"", Mexico, City, Mexico",https://ClinicalTrials.gov/show/NCT04318015
NCT04468139,"The Study of Quadruple Therapy Zinc, Quercetin, Bromelain and Vitamin C on the Clinical Outcomes of Patients Infected With COVID-19",Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,20-95M,"Ministry of health.First health cluster ,Riaydh, Riyadh, Saudi Arabia",https://ClinicalTrials.gov/show/NCT04468139
NCT04581291,The Effect of Aerobic Exercise on Immune Biomarkers and Symptoms Severity and Progression in Patients With COVID-19: A Pilot Randomized Control Trial,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Prevention,"Aerobic exercise, COVID-19","Motaz Alawna, Istanbul, Turkey",https://ClinicalTrials.gov/show/NCT04581291
NCT04522076,Prospective Hospital Registry of Patients With Suspected or Confirmed Coronavirus Infection (COVID-19) and Community-acquired Pneumonia,Observational Model: Cohort|Time Perspective: Prospective,2002/7/20,"National Research Center for Preventive Medicine of the Ministry of Health, Moscow, Russian Federation|National Medical and Surgical Center named after N.I.Pirogov of the Ministry of Health of Russian Federation, Moscow, Russian Federation",https://ClinicalTrials.gov/show/NCT04522076
NCT04387890,Serologic Surveillance for SARS-CoV-2 (COVID-19) in a Prospective Cohort of Health Care Workers,Observational Model: Cohort|Time Perspective: Prospective,5566,NA,https://ClinicalTrials.gov/show/NCT04387890
NCT04408170,Facilitating AcceLerated Clinical Validation Of Novel Diagnostics for COVID-19 (FALCON-C19),Observational Model: Cohort|Time Perspective: Prospective,B00944,"Sandwell General Hospital Birmingham NHS Trust, Birmingham, United Kingdom|University Hospitals of Derby and Burton NHS FT, Derby, United Kingdom|Frimley Health NHS FT, Frimley, United Kingdom|Airedale NHS FT, Keighley, United Kingdom|Leeds Teaching Hospital NHS FT, Leeds, United Kingdom|St George's University Hospitals NHS FT, London, United Kingdom|Manchester University NHS FT, Manchester, United Kingdom|Newcastle upon Tyne Hospitals NHS FT, Newcastle Upon Tyne, United Kingdom|Nottingham University Hospitals NHS Trust, Nottingham, United Kingdom|Oxford University Hospitals NHS FT, Oxford, United Kingdom|Royal Berkshire Hospital NHS FT, Reading, United Kingdom|Barking, Havering & Redbridge Hospitals NHS FT, Romford, United Kingdom|Salford Royal NHS FT, Salford, United Kingdom|University Hospital Southampton NHS FT, Southampton, United Kingdom|University Hospitals of North Midlands NHS Trust, Stoke-on-Trent, United Kingdom",https://ClinicalTrials.gov/show/NCT04408170
NCT04341038,Clinical Trial to Evaluate Methylprednisolone Pulses and Tacrolimus in Patients With COVID-19 Lung Injury,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment,TACRO-BELL-COVID|2020-001445-39,"Hospital Universitari de Bellvitge, L'Hospitalet de Llobregat, Barcelona, Spain",https://ClinicalTrials.gov/show/NCT04341038
NCT04828668,Study to Evaluate Benefits & Safety of Endourage Formula C™ Oral Drops in People With Post-Acute COVID-19 Syndrome.,Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Single (Participant)|Primary Purpose: Other,ENDO-402-2021,"Thomas P Young, PhD, NP, Novato, California, United States",https://ClinicalTrials.gov/show/NCT04828668
NCT04558021,A Study To Evaluate The Efficacy And Safety Of a Novel Niclosamide Suspension Formulation For COVID-19,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment",NOV2020/01930,"Akdeniz Üniversitesi Tıp Fakültesi Hastanesi, Antalya, Turkey|Antalya Eğitim ve Araştırma Hastanesi, Antalya, Turkey|Gaziantep Üniversitesi Tıp Fakültesi Hastanesi, Gaziantep, Turkey|Gaziosmanpaşa Taksim Eğitim ve Araştırma Hastanesi, Istanbul, Turkey|Dokuz Eylül Üniversitesi Hastanesi, İzmir, Turkey|İzmir SBÜ Tepecik Eğitim ve Araştırma Hastanesi, İzmir, Turkey|SBÜ Dr. Suat Seren Göğüs Hastalıkları ve Cerrahisi Eğitim ve Araştırma Hastanesi, İzmir, Turkey|İzmir Katip Çelebi Üniversitesi Atatürk Eğitim ve Araştırma Hastanesi, İzmir, Turkey",https://ClinicalTrials.gov/show/NCT04558021
NCT04667442,Investigational Performance Evaluation of the Nanomix eLab® COVID-19 Rapid Antigen Panel With Samples From COVID-19 Positive and Negative Human Subjects,Observational Model: Other|Time Perspective: Cross-Sectional,Nanomix CVAG-202,"Nanomix, Emeryville, California, United States",https://ClinicalTrials.gov/show/NCT04667442
NCT04336657,Corona-Like Illness: Did we Got it Before WHO Announcement of the Disease?,Observational Model: Ecologic or Community|Time Perspective: Prospective,AssiutU11,"AssiutU, Assiut, Egypt",https://ClinicalTrials.gov/show/NCT04336657
NCT04362137,Study to Assess the Efficacy and Safety of Ruxolitinib in Patients With COVID-19 Associated Cytokine Storm,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",CINC424J12301|INCB 18424-368|2020-001662-11,"Novartis Investigative Site, Fullerton, California, United States|Novartis Investigative Site, Aurora, Colorado, United States|Novartis Investigative Site, Denver, Colorado, United States|Novartis Investigative Site, Atlanta, Georgia, United States|Novartis Investigative Site, Idaho Falls, Idaho, United States|Novartis Investigative Site, Ann Arbor, Michigan, United States|Novartis Investigative Site, Newark, New Jersey, United States|Novartis Investigative Site, Bronx, New York, United States|Novartis Investigative Site, Mesquite, Texas, United States|Novartis Investigative Site, Seattle, Washington, United States|Novartis Investigative Site, Madison, Wisconsin, United States|Novartis Investigative Site, C A B A, Buenos Aires, Argentina|Novartis Investigative Site, Buenos Aires, Argentina|Novartis Investigative Site, Buenos Aires, Argentina|Novartis Investigative Site, Rio de Janeiro, RJ, Brazil|Novartis Investigative Site, Blumenau, Santa Catarina, Brazil|Novartis Investigative Site, Barretos, SP, Brazil|Novartis Investigative Site, Sao Paulo, SP, Brazil|Novartis Investigative Site, Sao Paulo, SP, Brazil|Novartis Investigative Site, Sorocaba, SP, Brazil|Novartis Investigative Site, Rionegro, Antioquia, Colombia|Novartis Investigative Site, Barranquilla, Atlantico, Colombia|Novartis Investigative Site, Barranquilla, Colombia|Novartis Investigative Site, Colombes Cedex, France|Novartis Investigative Site, Eaubonne, France|Novartis Investigative Site, Nantes Cedex 1, France|Novartis Investigative Site, Pessac, France|Novartis Investigative Site, Pierre Benite, France|Novartis Investigative Site, Lubeck, Germany|Novartis Investigative Site, Muenchen, Germany|Novartis Investigative Site, Nuernberg, Germany|Novartis Investigative Site, México, Distrito Federal, Mexico|Novartis Investigative Site, Ciudad de Mexico, Mexico CP, Mexico|Novartis Investigative Site, Estado de Mexico, Mexico|Novartis Investigative Site, San Isidro, Lima, Peru|Novartis Investigative Site, San Miguel, Lima, Peru|Novartis Investigative Site, Lima, Peru|Novartis Investigative Site, Lima, Peru|Novartis Investigative Site, Barnaul, Russian Federation|Novartis Investigative Site, Moscow, Russian Federation|Novartis Investigative Site, Moscow, Russian Federation|Novartis Investigative Site, Ryazan, Russian Federation|Novartis Investigative Site, S-Petersburg, Russian Federation|Novartis Investigative Site, Saint Petersburg, Russian Federation|Novartis Investigative Site, Saint Petersburg, Russian Federation|Novartis Investigative Site, Sestroretsk, Russian Federation|Novartis Investigative Site, St Petersburg, Russian Federation|Novartis Investigative Site, Salamanca, Castilla Y Leon, Spain|Novartis Investigative Site, Barcelona, Cataluna, Spain|Novartis Investigative Site, Badalona, Catalunya, Spain|Novartis Investigative Site, Madrid, Spain|Novartis Investigative Site, Madrid, Spain|Novartis Investigative Site, Istanbul, TUR, Turkey|Novartis Investigative Site, Ankara, Turkey|Novartis Investigative Site, Istanbul, Turkey|Novartis Investigative Site, Yenisehir/Izmir, Turkey|Novartis Investigative Site, Harrow, United Kingdom|Novartis Investigative Site, Leeds, United Kingdom|Novartis Investigative Site, London, United Kingdom|Novartis Investigative Site, London, United Kingdom|Novartis Investigative Site, Manchester, United Kingdom",https://ClinicalTrials.gov/show/NCT04362137
NCT04363008,COVID 19 Biomarkers,Observational Model: Cohort|Time Perspective: Prospective,H20-00971,"Vancouver General Hospital, Vancouver, British Columbia, Canada",https://ClinicalTrials.gov/show/NCT04363008
NCT04347239,Study to Evaluate the Efficacy and Safety of Leronlimab for Patients With Severe or Critical Coronavirus Disease 2019 (COVID-19),"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",CD12_COVID-19,"Advanced Cardiovascular, LLC, Alexander City, Alabama, United States|St. Jude Medical Center, Fullerton, California, United States|UCLA, Los Angeles, California, United States|James A. Haley Veterans' Hospital, Tampa, Florida, United States|Center for Advanced Research & Education (CARE), Gainesville, Georgia, United States|Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States|St. Barnabas, Livingston, New Jersey, United States|Atlantic Health System Hospital, Morristown, New Jersey, United States|Holy Name Medical Center, Teaneck, New Jersey, United States|Montefiore Medical Center, Bronx, New York, United States|New York Community Hospital of Brooklyn, Brooklyn, New York, United States|Novant Health, Winston-Salem, North Carolina, United States|Ohio Health, Columbus, Ohio, United States|Good Samaritan Hospital Corvallis, Corvallis, Oregon, United States|Oregon Health and Sciences University, Portland, Oregon, United States|Baylor Scott & White Research Institute, Dallas, Texas, United States|Baylor College of Medicine, Houston, Texas, United States|University of Texas, Houston, Texas, United States",https://ClinicalTrials.gov/show/NCT04347239
NCT04389671,The Safety and Preliminary Tolerability of Lyophilized Lucinactant in Adults With Coronavirus Disease 2019 (COVID-19),Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,02-CL-2001a,"University California San Diego - Jacobs Medical Center, La Jolla, California, United States|University of California San Diego - Medical Center, Hillcrest, San Diego, California, United States|Augusta University Health, Augusta, Georgia, United States|University of Kentucky, Lexington, Kentucky, United States|Brigham and Womens, Boston, Massachusetts, United States|Duke University Medical Center, Durham, North Carolina, United States",https://ClinicalTrials.gov/show/NCT04389671
NCT04558424,"RCT,Double Blind, Placebo to Evaluate the Effect of Zinc and Ascorbic Acid Supplementation in COVID-19 Positive Hospitalized Patients in BSMMU","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Supportive Care",BSMMU 2020,"Bangabandhu Sheikh Mujib Medical University, Dhaka, Bangladesh",https://ClinicalTrials.gov/show/NCT04558424
NCT04383886,Evaluation of Emergency Department (ED) Staff Stress Level During COVID-19 Pandemic,Observational Model: Cohort|Time Perspective: Prospective,69HCL20_0330,"SAMU Hospices Civils de Lyon, Lyon, France|Service d'accueil des urgences, Hôpital Edouard Herriot, Hospices Civlis de Lyon, Lyon, France|Service d'accueil des urgences, Hôpital de la Croix-Rousse, Hospices Civils de Lyon, Lyon, France|Service d'accueil des urgences, Hôpital Lyon Sud, Hospices Civils de Lyon, Pierre-Bénite, France|Hôpital de Villefranche-sur-Saône, Villefranche-sur-Saône, France",https://ClinicalTrials.gov/show/NCT04383886
